id,name,country,marketcap,revenue,earnings,employees,dividends,pe_ratio
72054,Weave Communications,USA,507397798.4099,189144327.52872,Ni podatka,854,0.77,658.64852273464
72055,Mynaric,Germany,,5103399.7536546,Ni podatka,314,19.39,53.2
72056,Society Pass,Singapore,,6443397.4759074,Ni podatka,Ni podatka,2.27,115.62750399113
72057,Third Coast Bancshares,USA,475003405.03574,159321852.99933,62164772.145748,376,0.05,10.5567
72058,Journey Medical,USA,151797089.1196,48304032.167315,Ni podatka,41,2.81,622.67552149296
72059,Braze,USA,2478512980.5271,531038583.32992,Ni podatka,1699,2.89,2346.8100810051
72060,Lulu's Fashion Lounge,USA,,250386649.14262,Ni podatka,580,2.82,23.296800804138
72061,CI&amp;T,Brazil,623594018.42066,230538793.23603,33590389.459443,7399,0.19,22.2585
72064,IREN (Iris Energy),Australia,4772945933.1963,321294573.59016,Ni podatka,144,3.06,1973.3760681152
72067,Austin Gold,USA,,,Ni podatka,Ni podatka,5.45,140.89425486326
72068,Marpai,USA,,29864448.169834,Ni podatka,162,2.82,117.34050405025
72069,Biofrontera,USA,,33565379.65858,Ni podatka,92,0.99,72.930977517366
72071,Tivic Health Systems,USA,,395703.01365852,Ni podatka,7,0.65,264.65850913525
72072,AvePoint,USA,2922399369.4808,319533609.52938,Ni podatka,2934,1.9,1378.9650475979
72073,REE Automotive,Israel,,156739.50541019,Ni podatka,211,0.32,61.359662117958
72074,Butterfly Network,USA,351454358.38719,74960882.587433,Ni podatka,190,3.82,139.60950481892
72075,Sangoma Technologies,Canada,170464952.64396,204073123.04401,Ni podatka,671,0.51,508.76101756096
72076,FinWise Bancorp,USA,225446923.68578,76852034.65271,15558323.037028,196,0.1,19.0882
72080,Nykaa,India,6403618333.2829,833332403.52472,26403497.711372,2764,1.58,923.011
72082,Intensity Therapeutics,USA,,,Ni podatka,5,3.61,24.92415086031
72083,Nuvectis Pharma,USA,142378494.04249,,Ni podatka,13,1.8,559.29451930523
72087,Chicago Atlantic Real Estate Finance,USA,255052087.02766,47959452.783922,32589826.124907,,1.19,7.55615
72091,iSpecimen,USA,,5060277.5466661,Ni podatka,24,2.73,61.668002128601
72092,Greenidge Generation Holdings,USA,,50744200.751543,Ni podatka,35,4.58,107.06250369549
72093,Via S.A.,Brazil,310472295.73111,5126886342.0178,Ni podatka,46073,0.0,12.847500443459
72094,BrightSpire Capital,USA,635750617.97627,278642585.11794,Ni podatka,48,0.0,489.06151688099
72095,Cingulate,USA,,,Ni podatka,13,5.74,337.46101164818
72096,Samsara,USA,17774343836.815,1143733309.9784,,3500,2.24,3121.9426077604
72097,Stagwell,USA,1227548340.4194,2448345590.0098,28747566.992283,11857,0.72,0.0
72098,INNOVATE Corp.,USA,63337039.754211,852217529.41608,Ni podatka,3135,4.43,474.92926639318
72099,Sidus Space,USA,28988394.244596,3592536.271004,Ni podatka,104,7.26,113.914503932
72102,The Beauty Health Company,USA,221596250.29686,265569825.1667,Ni podatka,769,0.49,174.72600603104
72103,Nextdoor,USA,616050843.21629,214216652.89414,Ni podatka,546,0.53,161.02200555801
72104,Latham Group,USA,805533042.87667,446945697.42727,19961589.689016,1800,1.82,691.19552385807
72105,Vimeo,USA,601785800.96391,355793538.28096,11649256.902099,1102,0.0,47.1111
72106,Navitas Semiconductor,Ireland,1102458004.8377,58385037.515283,Ni podatka,280,0.49,517.3260178566
72107,EVgo,USA,1082434486.7705,264114631.61647,Ni podatka,329,1.99,352.02151215076
72108,Wallbox,Spain,59555921.019698,146120260.02665,,905,4.11,349.88026207685
72109,Payoneer,USA,2123241482.4402,663942549.41738,Ni podatka,2407,1.33,21.5
72112,Nu Holdings,Brazil,61131675349.641,7680116711.5954,2711405013.5899,,0.89,31.7771
72113,Diversified Energy,USA,1098974400.8099,680781339.9986,,1589,0.84,100.971
72114,CISO Global (Cerberus Cyber Sentinel),USA,26651115.295919,24661004.073727,Ni podatka,141,0.62,79.774412753582
72115,Vertical Aerospace,UK,432695756.98341,,181494925.76468,350,3.43,1.74541
72116,Daimler Truck,Germany,30739363840.0,48645923539.281,2812566232.0817,104213,0.59,14.1446
72117,Lilium,Germany,28176567.543574,,,864,0.0,4.4538001537323
72118,Amylyx Pharmaceuticals,USA,719423133.66441,,,123,0.32,806.8230278492
72120,Vigil Neuroscience,USA,321791830.09932,,Ni podatka,67,0.0,689.48252379894
72122,TPG Capital,USA,19638871989.237,2334481619.5796,127188541.39018,1900,1.16,319.368
72123,Hour Loop,USA,45650632.761728,118574915.87486,895325.17590404,151,2.18,16.8378
72124,Solid Power,USA,709582784.26875,18510678.638935,Ni podatka,260,3.16,391.4205135107
72125,Warby Parker,USA,2740952483.0898,703483729.78222,Ni podatka,2218,1.09,2247.4560775757
72130,Cenntro Electric Group,USA,,24097523.838777,Ni podatka,260,4.28,47.964001655579
72133,Core Scientific,USA,3753701140.7669,298432018.30101,,325,1.06,1229.0775424242
72134,FGI Industries,USA,,116402133.75236,Ni podatka,420,2.63,356.92925732017
72135,Credo Technology,USA,19529429429.555,374097800.41277,32544431.62334,500,7.41,6591.0
72136,Direct Digital Holdings,USA,,31227134.57787,Ni podatka,79,4.68,39.835816375017
72137,LG Energy Solution,S. Korea,50694285450.964,15424430451.499,687969088.2467,10550,3.3,21664.226097786
72138,Dave Inc.,USA,2518471434.0023,370920185.30309,60854327.100515,274,4.82,51.6185
72140,Clearwater Analytics,USA,5726194451.9877,472012027.29249,Ni podatka,1915,1.43,11.3425
72141,Nexters,Cyprus,213360639.35659,386365450.33622,62708649.664521,589,3.55,2.98696
72144,Holley,USA,415929296.11668,508587148.05496,21917835.75654,1467,1.26,345.16951191425
72146,MillerKnoll,USA,1234703363.5144,3143269458.4966,46936201.620102,10200,1.21,50.619
72147,Vivid Seats,USA,149451224.61462,594417016.01756,,768,2.19,1453.4805501699
72148,Erasca,USA,381452525.05464,,Ni podatka,103,0.63,134.47050464153
72149,Taboola.com,USA,851368429.54678,1556276827.2182,25032069.864035,2000,0.89,83.75
72151,Aeva Technologies,USA,802308930.09338,11841112.908721,,276,5.45,1424.3595491648
72152,TeraWulf,USA,3170722435.9722,123408806.75972,Ni podatka,12,3.4,808.53602790833
72153,Perella Weinberg Partners,USA,1678818664.092,746021803.75051,66703365.802407,700,0.09,23.0928
72154,Blue Owl Capital,USA,24804374168.687,2243028828.9229,392477434.54719,1200,0.54,109.941
72155,Civitas Resources,USA,2877712926.2103,4119011422.1764,1207639346.6842,655,0.83,4.57828
72156,Roivant Sciences,UK,6983567850.1406,19899065.186858,,750,,1022.6610352993
72157,Grab Holdings,Singapore,17353120137.156,2631168090.8203,107062503.69549,11267,,248.5
72158,Jackson Financial,USA,5860655911.9889,4703041662.3354,62524502.158165,3060,0.4,8414.2562904358
72159,Alight,USA,1830782544.6013,1979371568.3222,,9500,0.51,333.17851150036
72161,HIVE Blockchain Technologies,Canada,578158075.95634,111249932.34003,29831039.529681,20,,
